Matemática,Lenguaje,Ciencias,NEM,Colegio_Egreso,Sexo,Nota,asi_Cod
675,671,669,660,Privado,F,4.8,510145
612,581,538,601,Municipalizado,F,2.2,510145
624,557,568,661,Subvencionado,M,2.9,510145
652,514,552,495,Subvencionado,M,4.6,530024
608,574,572,682,Municipalizado,M,3.3,510145
618,619,573,619,Subvencionado,M,2.9,510145
604,580,582,600,Subvencionado,M,2.0,520145
584,659,602,680,Municipalizado,M,4.7,510145
735,698,734,803,Municipalizado,M,4.8,520145
666,562,581,702,Subvencionado,F,3.2,520145
732,615,671,743,Subvencionado,M,5.1,510145
647,586,630,621,Municipalizado,M,4.3,510145
613,581,511,744,Municipalizado,M,2.0,510145
634,587,630,681,Subvencionado,M,4.2,520145
679,732,701,701,Municipalizado,M,4.2,510145
771,674,749,641,Privado,M,5.6,510145
666,574,684,620,Municipalizado,M,2.7,520145
661,675,613,764,Subvencionado,M,4.9,520145
638,607,581,682,Subvencionado,M,1.8,520145
649,732,684,722,Subvencionado,M,4.0,520145
646,710,627,578,Subvencionado,M,4.0,520145
659,645,580,659,Subvencionado,M,4.1,510145
603,551,557,580,Subvencionado,M,2.3,510145
659,651,661,618,Municipalizado,M,4.0,520145
671,591,538,642,Privado,M,4.0,510145
661,563,592,659,Subvencionado,M,4.4,530024
601,696,581,619,Municipalizado,M,4.1,530024
689,615,605,660,Subvencionado,M,5.2,520145
656,742,614,495,Subvencionado,M,2.1,510145
682,637,614,662,Subvencionado,M,4.2,510145
755,614,559,764,Subvencionado,M,5.5,520145
772,596,640,620,Subvencionado,M,5.3,510145
636,557,476,681,Subvencionado,M,1.0,520145
751,675,709,784,Privado,M,5.3,520145
718,614,668,743,Subvencionado,M,4.2,510145
582,536,562,742,Subvencionado,M,1.0,520145
606,623,589,434,Municipalizado,M,1.8,520145
655,700,564,579,Subvencionado,M,2.1,520145
668,587,660,660,Subvencionado,F,4.9,530024
735,602,681,723,Subvencionado,M,5.3,520145
695,633,624,618,Municipalizado,M,5.3,530024
623,568,559,455,Privado,M,5.2,520145
641,596,648,682,Municipalizado,M,1.8,520145
645,638,607,682,Subvencionado,F,4.2,510145
680,651,631,680,Subvencionado,M,2.8,510145
669,614,660,579,Privado,M,4.4,510145
600,503,591,742,Municipalizado,M,2.2,520145
678,633,671,659,Subvencionado,M,3.1,510145
812,767,748,764,Subvencionado,M,5.8,510145
690,659,621,702,Privado,M,4.0,510145
635,632,591,660,Municipalizado,M,4.3,520145
604,693,528,579,Subvencionado,M,1.0,530024
849,618,611,620,Privado,M,4.0,520145
737,587,614,579,Privado,M,4.6,520145
655,591,564,702,Subvencionado,M,4.1,520145
663,690,671,764,Privado,F,5.3,510145
594,576,603,724,Subvencionado,F,4.0,510145
713,602,675,764,Privado,M,5.2,510145
626,632,636,701,Privado,M,2.4,510145
733,625,598,660,Privado,F,4.8,510145
718,632,648,621,Subvencionado,M,5.3,520145
669,596,630,661,Privado,F,3.3,520145
634,575,624,682,Privado,M,2.9,510145
598,586,589,722,Subvencionado,M,3.7,520145
656,558,652,641,Subvencionado,M,4.6,510145
830,693,727,701,Privado,M,5.9,530024
590,613,573,702,Municipalizado,M,3.5,520145
627,547,547,601,Subvencionado,M,1.9,520145
637,638,668,723,Municipalizado,M,4.8,520145
830,722,762,763,Municipalizado,M,5.4,510145
624,557,563,496,Subvencionado,M,1.6,510145
694,673,630,702,Municipalizado,M,4.1,520145
630,529,563,495,Subvencionado,M,3.3,530024
685,578,644,600,Privado,M,4.2,510145
752,676,665,702,Subvencionado,F,6.0,510145
770,601,616,641,Subvencionado,M,4.0,510145
603,558,509,701,Subvencionado,M,2.5,510145
600,651,563,597,Municipalizado,M,1.4,520145
772,595,640,620,Subvencionado,M,5.1,520145
680,595,535,743,Municipalizado,M,4.3,520145
750,722,721,641,Privado,M,5.7,530024
633,551,554,620,Subvencionado,M,4.0,530024
702,607,604,598,Subvencionado,M,4.5,520145
684,590,663,599,Subvencionado,M,4.5,530024
672,681,635,538,Subvencionado,M,1.0,510145
640,607,651,579,Subvencionado,M,2.1,510145
639,587,527,578,Municipalizado,M,1.0,520145
811,691,680,682,Privado,M,4.6,530024
618,600,632,662,Subvencionado,F,4.1,530024
701,542,599,579,Privado,M,4.8,510145
576,574,571,580,Subvencionado,M,1.0,530024
657,584,647,454,Privado,M,2.0,520145
651,639,602,745,Municipalizado,M,4.2,520145
756,586,625,559,Municipalizado,M,6.7,520145
637,666,715,662,Municipalizado,M,3.1,520145
605,507,560,557,Municipalizado,M,5.1,530024
609,638,627,702,Municipalizado,M,4.2,530024
652,640,592,683,Subvencionado,F,2.9,520145
645,613,600,641,Municipalizado,M,2.6,520145
756,592,721,518,Municipalizado,M,4.0,510145
755,528,541,537,Municipalizado,M,3.1,530024
625,579,654,516,Municipalizado,M,3.7,510145
651,639,602,742,Municipalizado,M,4.2,530024
660,635,619,763,Municipalizado,M,4.9,510145
700,709,589,722,Subvencionado,F,3.6,520145
605,557,511,702,Subvencionado,M,4.2,530024
717,666,703,701,Municipalizado,M,5.1,510145
627,618,615,621,Subvencionado,M,4.0,530024
694,603,648,659,Privado,M,4.5,530024
695,659,659,722,Subvencionado,F,3.8,510145
606,591,613,682,Municipalizado,F,2.1,510145
649,660,630,578,Subvencionado,M,3.3,510145
623,530,614,641,Municipalizado,M,1.8,510145
664,595,602,559,Municipalizado,M,4.4,520145
566,506,517,439,Privado,M,2.0,520145
627,547,548,602,Subvencionado,M,2.4,510145
772,683,720,661,Privado,M,4.1,520145
670,583,636,454,Privado,M,4.6,520145
600,675,611,578,Subvencionado,M,1.0,520145
648,649,602,661,Municipalizado,F,3.6,530024
619,618,595,538,Subvencionado,M,1.6,510145
627,568,616,660,Municipalizado,M,2.8,520145
648,622,547,560,Subvencionado,M,1.6,510145
702,634,627,763,Subvencionado,F,5.4,530024
665,553,613,599,Subvencionado,M,4.6,530024
615,619,562,640,Subvencionado,M,3.4,510145
582,536,562,743,Subvencionado,M,2.8,530024
642,551,622,659,Municipalizado,M,4.9,520145
633,501,573,615,Subvencionado,M,1.6,520145
576,546,534,661,Subvencionado,M,1.0,530024
589,582,450,641,Municipalizado,M,2.8,520145
700,620,572,579,Privado,M,3.7,530024
637,571,532,682,Municipalizado,M,3.1,520145
695,585,682,683,Subvencionado,M,5.2,520145
651,541,592,681,Municipalizado,M,5.2,530024
620,557,598,641,Subvencionado,M,1.8,520145
774,592,664,682,Subvencionado,M,3.2,520145
615,622,585,620,Municipalizado,F,3.1,520145
629,529,563,495,Subvencionado,M,4.0,520145
567,443,511,661,Subvencionado,M,2.7,520145
772,668,685,743,Subvencionado,M,4.8,510145
665,617,563,495,Subvencionado,M,4.0,510145
641,532,584,783,Municipalizado,F,5.0,520145
849,780,807,723,Privado,M,6.2,510145
681,620,652,701,Subvencionado,M,2.9,510145
639,541,574,702,Municipalizado,F,5.8,530024
627,633,637,702,Privado,M,3.2,520145
684,674,763,785,Subvencionado,M,6.0,510145
615,536,580,682,Subvencionado,M,2.9,510145
713,618,651,764,Subvencionado,F,5.6,530024
659,566,610,599,Subvencionado,M,2.9,520145
755,527,541,537,Municipalizado,M,3.1,530024
651,658,646,497,Subvencionado,M,4.2,510145
640,494,523,639,Subvencionado,M,2.4,520145
669,614,659,578,Privado,M,4.4,510145
850,601,685,454,Privado,M,4.9,520145
647,592,698,620,Municipalizado,M,3.4,510145
578,624,596,724,Subvencionado,M,2.5,520145
678,561,688,556,Privado,M,4.4,530024
633,631,514,824,Subvencionado,F,1.0,520145
639,652,591,660,Subvencionado,F,4.0,530024
713,638,663,722,Municipalizado,M,4.3,520145
679,722,705,723,Subvencionado,M,2.6,510145
637,603,537,681,Municipalizado,M,2.4,510145
648,603,621,598,Municipalizado,M,1.9,520145
661,623,650,682,Subvencionado,M,4.0,520145
617,573,427,558,Subvencionado,F,4.1,530024
700,619,727,764,Municipalizado,M,5.3,510145
622,623,613,558,Subvencionado,M,2.8,530024
756,613,561,764,Subvencionado,M,5.5,520145
655,518,559,642,Subvencionado,M,4.1,520145
702,632,671,702,Subvencionado,M,4.1,520145
652,620,569,459,Privado,M,1.0,520145
623,522,523,578,Municipalizado,M,3.3,510145
606,591,606,557,Municipalizado,M,2.4,520145
665,607,562,620,Municipalizado,M,4.5,530024
685,616,563,497,Municipalizado,M,4.6,520145
603,558,510,703,Subvencionado,M,3.1,520145
595,602,634,639,Subvencionado,M,2.2,510145
684,584,628,700,Subvencionado,M,4.8,510145
624,568,509,661,Municipalizado,M,4.0,520145
653,513,554,494,Subvencionado,M,4.4,510145
673,615,624,579,Privado,M,1.0,510145
635,660,636,558,Privado,M,4.1,520145
562,631,582,597,Municipalizado,M,1.0,510145
660,675,613,763,Subvencionado,M,4.8,510145
675,568,688,476,Privado,M,2.7,510145
633,557,613,701,Subvencionado,F,3.3,510145
638,619,648,598,Municipalizado,M,4.4,530024
668,650,557,659,Subvencionado,M,2.5,510145
773,682,732,701,Subvencionado,M,6.0,530024
646,583,647,640,Municipalizado,M,3.5,530024
632,542,582,496,Privado,M,4.0,530024
613,673,652,640,Municipalizado,M,3.0,520145
678,619,584,558,Subvencionado,M,2.1,520145
690,618,610,481,Privado,M,3.9,530024
569,507,553,641,Municipalizado,F,4.2,510145
712,602,634,536,Privado,M,4.3,520145
612,546,534,639,Municipalizado,M,1.8,520145
646,584,647,641,Municipalizado,M,3.5,530024
609,546,625,454,Privado,M,1.0,510145
687,612,557,641,Subvencionado,M,4.4,520145
774,659,692,681,Subvencionado,M,2.3,510145
686,671,648,702,Subvencionado,M,5.5,510145
629,675,589,641,Subvencionado,M,4.2,520145
642,552,621,661,Municipalizado,M,3.7,510145
639,595,621,660,Subvencionado,M,4.3,520145
619,558,598,640,Subvencionado,M,1.0,510145
588,501,534,579,Subvencionado,M,2.9,520145
605,578,563,561,Subvencionado,M,1.3,520145
645,506,588,619,Subvencionado,M,4.1,510145
640,495,524,641,Subvencionado,M,2.4,520145
683,619,651,702,Subvencionado,M,2.6,520145
651,614,606,723,Subvencionado,F,4.4,520145
638,651,591,660,Subvencionado,F,4.7,510145
649,693,591,639,Subvencionado,M,5.5,510145
751,701,791,804,Subvencionado,M,4.5,520145
632,646,679,680,Subvencionado,M,4.5,530024
624,523,522,578,Municipalizado,M,1.2,520145
681,651,631,682,Subvencionado,M,2.8,510145
656,592,607,682,Subvencionado,M,4.2,520145
656,658,531,704,Privado,F,1.8,520145
606,534,570,600,Subvencionado,M,3.2,530024
668,619,657,660,Subvencionado,M,4.5,520145
811,680,651,642,Privado,M,5.5,530024
592,550,584,640,Subvencionado,M,1.2,520145
717,634,603,640,Subvencionado,M,3.5,510145
666,537,641,641,Privado,M,4.8,510145
829,668,697,743,Privado,M,5.4,520145
732,595,668,723,Subvencionado,M,5.9,520145
734,638,602,700,Privado,M,4.5,510145
636,580,625,640,Subvencionado,M,5.1,510145
592,614,494,681,Municipalizado,M,4.2,530024
603,552,556,579,Subvencionado,M,4.0,520145
575,526,592,701,Municipalizado,F,5.2,520145
618,573,554,683,Municipalizado,M,4.3,530024
689,645,635,722,Municipalizado,M,5.3,530024
701,576,679,537,Privado,M,4.2,510145
678,632,673,660,Subvencionado,M,5.5,530024
671,656,691,619,Privado,M,4.5,520145
696,675,635,641,Subvencionado,M,2.3,510145
713,601,634,536,Privado,M,4.3,520145
566,507,517,439,Privado,M,2.0,510145
651,638,591,681,Subvencionado,F,2.3,510145
773,700,734,722,Subvencionado,F,4.0,510145
645,709,628,578,Subvencionado,M,2.7,510145
686,768,651,702,Privado,M,4.0,520145
678,620,585,558,Subvencionado,M,2.7,510145
682,650,630,681,Subvencionado,M,4.0,530024
672,691,614,660,Subvencionado,M,4.7,510145
652,584,553,557,Privado,M,4.6,520145
606,619,619,597,Municipalizado,M,2.2,510145
590,597,588,722,Municipalizado,M,2.1,520145
713,606,645,723,Municipalizado,M,2.4,520145
608,632,606,702,Municipalizado,F,4.0,510145
688,602,553,784,Municipalizado,M,2.9,510145
688,604,560,702,Municipalizado,F,4.5,520145
627,596,604,619,Municipalizado,M,3.3,510145
659,666,614,721,Subvencionado,M,1.0,510145
712,757,665,722,Privado,M,4.0,520145
695,721,597,722,Subvencionado,M,4.0,520145
670,541,557,598,Subvencionado,M,3.6,530024
661,652,645,620,Privado,M,4.9,510145
606,606,572,683,Municipalizado,M,1.2,520145
706,542,599,558,Subvencionado,M,4.0,510145
678,562,619,538,Privado,M,1.0,530024
608,552,576,722,Municipalizado,M,4.4,510145
647,597,572,620,Municipalizado,F,5.0,530024
603,632,588,703,Municipalizado,F,2.8,510145
660,667,636,659,Privado,M,4.4,510145
688,603,561,702,Municipalizado,F,2.2,510145
644,710,621,682,Subvencionado,M,4.0,510145
626,614,701,682,Municipalizado,M,5.3,510145
713,619,727,743,Privado,F,4.6,510145
682,596,652,640,Privado,M,5.3,530024
649,599,574,700,Subvencionado,M,1.0,510145
595,551,558,642,Municipalizado,F,2.6,520145
849,690,703,701,Subvencionado,M,5.5,520145
588,557,550,578,Subvencionado,F,3.1,510145
733,700,621,701,Privado,M,4.0,520145
624,603,622,702,Privado,F,5.7,530024
670,542,558,598,Subvencionado,M,3.6,530024
700,576,628,681,Subvencionado,M,5.4,530024
712,638,693,639,Subvencionado,F,5.6,520145
772,722,656,620,Subvencionado,M,3.7,520145
596,619,615,598,Subvencionado,F,2.2,520145
609,561,602,620,Subvencionado,F,2.2,510145
630,635,567,641,Subvencionado,M,4.3,510145
612,650,610,641,Subvencionado,F,1.7,510145
665,632,674,619,Subvencionado,M,1.0,530024
673,596,701,744,Municipalizado,M,4.4,510145
700,666,631,620,Privado,F,2.3,520145
629,635,568,640,Subvencionado,M,1.0,520145
681,639,614,662,Subvencionado,M,4.2,510145
641,595,647,682,Municipalizado,M,2.7,510145
656,645,573,600,Privado,M,1.0,520145
644,662,671,519,Subvencionado,M,3.8,510145
632,552,558,661,Municipalizado,M,2.5,520145
700,709,649,743,Municipalizado,F,5.0,520145
718,620,649,620,Subvencionado,M,5.6,520145
649,647,601,661,Municipalizado,F,2.5,510145
772,683,692,804,Privado,F,6.1,520145
603,631,588,701,Municipalizado,F,3.6,510145
702,633,628,763,Subvencionado,F,4.8,520145
737,709,603,681,Privado,M,2.9,510145
693,546,589,474,Subvencionado,M,4.0,520145
601,613,652,660,Subvencionado,M,1.0,520145
672,525,598,701,Subvencionado,M,4.0,520145
683,682,610,642,Municipalizado,M,4.8,510145
829,585,648,702,Subvencionado,M,4.5,530024
639,541,558,598,Subvencionado,M,2.0,510145
701,675,628,745,Municipalizado,M,5.0,530024
596,568,559,661,Subvencionado,M,2.4,510145
663,613,651,681,Subvencionado,M,4.2,510145
661,590,685,558,Subvencionado,M,4.1,510145
714,732,662,701,Privado,M,4.2,530024
635,632,607,660,Subvencionado,M,4.2,520145
608,627,571,659,Subvencionado,M,2.0,510145
617,601,585,701,Municipalizado,M,4.0,510145
645,663,672,519,Subvencionado,M,4.2,520145
701,667,630,619,Privado,F,2.5,510145
602,608,552,622,Municipalizado,M,3.0,520145
636,681,637,598,Subvencionado,M,4.0,520145
609,591,535,641,Municipalizado,M,3.0,520145
792,668,628,640,Subvencionado,M,4.4,520145
811,645,639,620,Subvencionado,F,5.6,520145
669,541,559,599,Subvencionado,M,2.8,530024
609,613,578,641,Municipalizado,M,3.3,530024
682,613,622,538,Subvencionado,M,2.4,510145
693,710,636,763,Subvencionado,M,4.1,510145
582,638,621,701,Subvencionado,F,4.2,520145
651,615,657,763,Municipalizado,M,3.1,510145
737,640,679,723,Privado,M,5.1,510145
691,643,709,681,Subvencionado,F,4.4,530024
641,551,542,640,Subvencionado,M,4.2,510145
656,524,636,516,Privado,F,3.3,530024
623,618,674,641,Municipalizado,M,2.9,520145
669,591,681,660,Subvencionado,M,4.0,530024
630,525,653,620,Subvencionado,M,4.8,510145
700,667,599,701,Subvencionado,M,3.2,520145
646,675,648,536,Subvencionado,M,4.5,530024
646,619,628,579,Subvencionado,M,4.2,530024
656,659,531,702,Privado,F,1.8,520145
618,600,634,659,Subvencionado,F,4.1,530024
660,552,606,641,Subvencionado,F,1.0,530024
717,613,511,598,Subvencionado,M,4.0,520145
669,614,588,722,Subvencionado,M,4.2,520145
732,627,685,641,Subvencionado,M,4.9,510145
620,613,598,558,Subvencionado,F,2.5,520145
755,597,684,599,Municipalizado,M,4.5,530024
756,552,602,557,Privado,M,5.4,520145
701,669,681,722,Privado,M,4.0,520145
620,484,486,495,Municipalizado,M,1.0,520145
615,659,539,600,Subvencionado,M,3.6,530024
576,548,534,663,Subvencionado,M,1.0,510145
641,595,648,681,Municipalizado,M,2.5,520145
677,667,597,620,Subvencionado,M,5.1,520145
656,645,644,682,Municipalizado,F,4.0,520145
673,719,660,659,Privado,M,4.2,520145
694,603,649,661,Privado,M,3.2,510145
733,626,685,641,Subvencionado,M,4.9,510145
702,579,613,701,Privado,M,4.8,520145
623,507,559,598,Subvencionado,M,2.7,520145
616,625,610,682,Municipalizado,M,2.2,510145
771,537,640,619,Subvencionado,M,3.8,530024
651,614,657,764,Municipalizado,M,3.1,510145
660,590,602,598,Privado,M,3.3,510145
701,633,627,763,Subvencionado,F,3.6,510145
566,496,517,619,Subvencionado,F,3.3,510145
614,619,562,640,Subvencionado,M,4.6,510145
663,681,638,742,Subvencionado,M,3.0,510145
691,663,644,681,Subvencionado,F,4.0,520145
619,595,544,743,Municipalizado,M,4.0,510145
696,646,657,680,Municipalizado,M,6.0,520145
624,651,574,620,Subvencionado,M,2.6,510145
648,699,613,557,Privado,F,2.4,510145
645,584,647,642,Municipalizado,M,3.4,510145
632,537,602,682,Privado,F,2.6,520145
812,651,706,701,Subvencionado,M,4.9,510145
608,513,543,520,Privado,M,2.6,520145
650,660,629,579,Subvencionado,M,4.4,530024
639,541,573,703,Municipalizado,F,3.8,510145
756,680,627,681,Subvencionado,M,4.3,520145
698,751,734,641,Privado,M,7.0,510145
605,591,606,557,Municipalizado,M,1.8,520145
751,618,613,743,Privado,M,4.2,510145
568,537,497,702,Municipalizado,F,1.3,520145
711,594,702,661,Subvencionado,M,3.7,530024
695,529,581,681,Municipalizado,M,3.4,520145
713,608,645,720,Municipalizado,M,3.1,520145
639,531,584,785,Municipalizado,F,2.7,520145
773,625,659,681,Subvencionado,M,4.5,520145
594,619,616,599,Subvencionado,F,4.3,520145
668,542,617,620,Subvencionado,M,1.0,520145
576,573,571,579,Subvencionado,M,1.0,520145
606,488,551,578,Municipalizado,M,1.0,520145
736,731,668,723,Subvencionado,M,4.0,510145
634,576,625,682,Privado,M,4.0,510145
629,666,663,641,Subvencionado,M,4.4,520145
830,701,697,701,Subvencionado,M,5.0,520145
657,620,657,619,Privado,M,4.0,520145
640,603,596,661,Subvencionado,M,5.6,530024
695,613,647,722,Municipalizado,M,4.0,510145
605,534,571,601,Subvencionado,M,4.1,510145
712,638,702,723,Privado,M,6.2,520145
688,607,622,682,Subvencionado,M,2.8,530024
645,508,589,642,Municipalizado,M,6.1,520145
752,595,674,641,Subvencionado,M,5.3,510145
639,536,468,600,Subvencionado,M,1.4,510145
639,604,595,661,Subvencionado,M,4.0,510145
636,659,591,681,Subvencionado,F,4.1,530024
661,580,629,536,Subvencionado,M,4.9,530024
630,653,591,641,Subvencionado,F,1.0,510145
615,673,616,660,Subvencionado,F,5.6,530024
663,659,659,701,Privado,M,3.6,510145
713,756,629,621,Subvencionado,M,2.6,520145
564,498,485,420,Subvencionado,M,1.0,510145
666,711,647,745,Subvencionado,F,3.7,510145
657,602,634,599,Subvencionado,M,3.5,510145
685,645,615,722,Municipalizado,M,4.2,520145
659,561,677,620,Municipalizado,M,4.0,510145
647,582,590,764,Subvencionado,M,4.1,520145
673,673,715,598,Privado,M,2.0,510145
681,606,634,784,Municipalizado,M,4.7,510145
603,709,592,682,Subvencionado,F,3.2,510145
660,603,563,598,Municipalizado,M,4.6,510145
677,572,734,724,Subvencionado,M,4.9,520145
639,542,574,701,Municipalizado,F,3.8,510145
750,618,697,620,Subvencionado,M,4.5,510145
712,614,660,598,Subvencionado,M,4.5,530024
752,674,685,723,Subvencionado,M,6.2,510145
673,633,561,578,Subvencionado,M,2.7,510145
681,580,556,640,Subvencionado,M,1.0,510145
650,591,550,742,Municipalizado,M,4.3,510145
644,588,631,701,Municipalizado,M,4.7,520145
655,632,602,642,Subvencionado,F,2.8,510145
628,528,562,496,Subvencionado,M,3.5,520145
811,683,705,744,Subvencionado,F,6.5,520145
850,619,610,619,Privado,M,4.4,530024
701,626,656,680,Subvencionado,M,5.4,520145
811,650,707,701,Subvencionado,M,4.9,510145
619,634,523,620,Subvencionado,M,2.4,520145
617,574,554,681,Municipalizado,M,4.8,510145
681,690,595,721,Subvencionado,F,2.4,530024
589,628,583,459,Privado,M,4.3,520145
599,607,575,660,Subvencionado,M,2.3,520145
627,658,599,763,Municipalizado,M,5.0,530024
627,536,611,702,Municipalizado,M,1.0,510145
702,626,634,557,Subvencionado,M,5.9,530024
623,612,625,580,Subvencionado,M,1.0,520145
604,692,528,578,Subvencionado,M,2.4,510145
755,614,560,763,Subvencionado,M,5.5,520145
582,529,562,518,Subvencionado,M,2.1,510145
689,606,591,681,Privado,F,5.3,520145
696,674,634,640,Subvencionado,M,4.2,530024
678,699,641,763,Subvencionado,M,6.1,530024
672,566,538,721,Municipalizado,F,4.2,520145
752,675,666,701,Subvencionado,F,6.0,510145
689,821,674,660,Municipalizado,F,5.3,510145
713,720,651,805,Subvencionado,F,5.0,510145
774,699,734,721,Subvencionado,F,4.0,510145
639,607,581,681,Subvencionado,M,1.0,520145
669,593,622,639,Subvencionado,M,1.0,510145
659,538,625,702,Subvencionado,M,4.2,510145
682,619,651,703,Subvencionado,M,2.9,510145
584,637,621,700,Subvencionado,F,4.7,530024
614,579,629,497,Privado,M,2.3,510145
637,666,715,659,Municipalizado,M,3.1,520145
830,776,766,783,Privado,M,6.2,520145
618,601,584,703,Municipalizado,M,2.3,510145
646,628,597,744,Subvencionado,M,1.0,530024
640,547,574,578,Subvencionado,F,2.0,520145
657,569,605,723,Municipalizado,M,1.0,520145
676,575,651,640,Municipalizado,M,4.8,520145
713,652,668,660,Subvencionado,M,4.2,510145
736,732,641,725,Subvencionado,M,3.4,510145
529,464,487,682,Municipalizado,M,1.0,520145
613,592,523,578,Privado,M,2.6,510145
